[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py
tools/evaluate_s5e13_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e13_traceable_dense.py
tools/evaluate_s5e14_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e14_traceable_dense.py
tools/evaluate_s5e15_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e15_traceable_dense.py
tools/evaluate_s5e16_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e16_traceable_dense.py
tools/evaluate_s5e17_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e17_traceable_dense.py
tools/evaluate_s5e18_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e18_traceable_dense.py
tools/evaluate_s5e19_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e19_traceable_dense.py
tools/evaluate_s5e19c_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e19c_traceable_dense.py
tools/evaluate_s5e1_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e1_traceable_dense.py
tools/evaluate_s5e20_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e20_traceable_dense.py
tools/evaluate_s5e21_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e21_traceable_dense.py
tools/evaluate_s5e2_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e2_traceable_dense.py
tools/evaluate_s5e3_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e3_traceable_dense.py
tools/evaluate_s5e4_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e4_traceable_dense.py
tools/evaluate_s5e5_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e5_traceable_dense.py
tools/evaluate_s5e6_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e6_traceable_dense.py
tools/evaluate_s5e7_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e7_traceable_dense.py
tools/evaluate_s5e8_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e8_traceable_dense.py
tools/evaluate_s5e9_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_s5e9_traceable_dense.py
tools/evaluate_struct1_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_struct1_traceable_dense.py
tools/evaluate_struct1b_traceable_dense.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/evaluate_struct1b_traceable_dense.py
tools/export_arch2_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_arch2_adjacent_dense_predictions.py
tools/export_external_baseline_dataset.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_external_baseline_dataset.py
tools/export_final_s5_pairwise_vectors.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_final_s5_pairwise_vectors.py
tools/export_final_s5_pairwise_vectors_gpu_safe.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_final_s5_pairwise_vectors_gpu_safe.py
tools/export_gen3_360dvo_s5e15_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_gen3_360dvo_s5e15_predictions.py
tools/export_gen5_360dvo_t57b_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_gen5_360dvo_t57b_predictions.py
tools/export_s5_traceable_dense_trajectory.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5_traceable_dense_trajectory.py
tools/export_s5_trajectory_for_external_eval.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5_trajectory_for_external_eval.py
tools/export_s5e10_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e10_adjacent_dense_predictions.py
tools/export_s5e11_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e11_adjacent_dense_predictions.py
tools/export_s5e12_feature_gate_artifacts.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e12_feature_gate_artifacts.py
tools/export_s5e13_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e13_adjacent_dense_predictions.py
tools/export_s5e14_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e14_adjacent_dense_predictions.py
tools/export_s5e15_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e15_adjacent_dense_predictions.py
tools/export_s5e16_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e16_adjacent_dense_predictions.py
tools/export_s5e17_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e17_adjacent_dense_predictions.py
tools/export_s5e18_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e18_adjacent_dense_predictions.py
tools/export_s5e19_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e19_adjacent_dense_predictions.py
tools/export_s5e19c_no_fallback_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e19c_no_fallback_predictions.py
tools/export_s5e1_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e1_adjacent_dense_predictions.py
tools/export_s5e20_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e20_adjacent_dense_predictions.py
tools/export_s5e21_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e21_adjacent_dense_predictions.py
tools/export_s5e2_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e2_adjacent_dense_predictions.py
tools/export_s5e3_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e3_adjacent_dense_predictions.py
tools/export_s5e4_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e4_adjacent_dense_predictions.py
tools/export_s5e5_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e5_adjacent_dense_predictions.py
tools/export_s5e6_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e6_adjacent_dense_predictions.py
tools/export_s5e7_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e7_adjacent_dense_predictions.py
tools/export_s5e8_adjacent_dense_predictions.py | tracked=true | tool not part of current mainline, SEQ360B variant, or required dependency set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tools/export_s5e8_adjacent_dense_predictions.py
